id,puzzle,solution,clues,difficulty
960,5.9.6........2.8...6......7..8.....51....32..3.6..7...8..4...2..27.86.........5..,589764312731925864462138957248619735175843296396257481853471629927586143614392578,23,0.0
961,6...3.1.5....29....715....9...745...9..26.4...6.......4.............1...8.3....91,689437125345129876271586349132745968958263417764918532417892653596371284823654791,24,2.2
962,8.576.....4.......71..2.6.46...49..7......46...1....5...4.8..1.2...7.......6....3,825764139346918572719523684658149327932857461471236958594382716263471895187695243,25,0.0
963,4...7.58.5.6..1..2.....2.9.16........54..9.7....1..2....23....86.1....3.......4..,429673581576981342318542697163427859254869173897135264742356918681294735935718426,25,1.4
964,68.25...3..5.....9...3.4.8....4..9...5.8.......1...7.2.6....8..79.68.......1.2...,684259173325718469917364285276431958459827631831596742163945827792683514548172396,25,2.5
965,1.6.4....2..31...9...9....2...2..9...6.....818..4....3.....3.2....5.....4.5.8.7..,196842375258317649743956812514238967362795481879461253981673524637524198425189736,24,0.0
966,..5.8...629365....1..4......16.....44....2....7....1.....5....83......4.....94..5,745281396293657481168439572516873924439162857872945163924516738351728649687394215,24,2.6
967,8.2..5.....6.......7.219.....87..9...9..4.3..1........6.9.....134...127....48...9,812365794936874125574219683458736912297148356163952847689527431345691278721483569,26,0.0
968,...6.....3....5.6.....2.17..18.7.....2..13.8675...2...56.....9.......5.4..2......,275691348381745962946328175618479253429513786753862419564237891137986524892154637,24,1.0
969,.5..47......2....6.7..853.......6.1..45......3.17...4..9..73.........2..7....91.5,256347981438291756179685324987436512645912873321758649592173468813564297764829135,25,0.0
970,.257......3.....4...8..42..1....8.9665.1..7.......94....3......2.....5.3....5...7,425791638736825149918634275142578396659143782387269451573916824291487563864352917,24,0.0
971,.54......7.......5..9.16.2.43....8.....7........12.95..9...2.7.....9.1.........4.,654287391721943685389516724432659817915738462876124953193462578247895136568371249,22,1.6
972,8..91..5.....2...3..98..24...4..98....82..4.....1..5..9..7..........5....5..9.3..,832914657415627983769853241124579836578236419396148572943782165281365794657491328,24,2.4
973,........761......3......62..47.6...5..6...27...5..2..1..17.4.36.7...39..8...9....,438256197612947853759318624247169385186435279395872461921784536574623918863591742,26,4.0
974,..48.59.2.3.72...4...1......82.....3....1..8941....5..3.7.....1.........1..5.9...,764835912931726854825194376682957143573412689419683527357268491298341765146579238,25,0.0
975,..8...........4..376.2..45..93.6.......12..7..1...98.........255.....9...8.9..3..,348795216125684793769231458293867541854123679617549832936478125572316984481952367,24,0.0
976,...6..23..6...7.54.8..1......5..4.97...2......49.7....8...4.........1.6..92....4.,974658231261937854583412679125864397738295416649173582816549723457321968392786145,24,0.0
977,2..947........6..7........2.31...9...8....62........858..75...1.23.......7.6.4...,256947318314286597798531462531862974987415623642379185869753241423198756175624839,24,1.5
978,.8.....2171328.......3..6........4......9.....3...4.969.1..3.5....4..2..6.4....7.,486579321713286945295341687569837412147692538832154796921763854378415269654928173,25,1.3
979,.....9.....83.2..7.251..............7...68.29.89..7.6..9..5..72..6..1.........9.1,371589246968342157425176893642935718713468529589217364194853672236791485857624931,25,0.0
980,....2.3..7...592...5.....9.9..2.7.8......1...58......68..61.5.9.....8....4......2,419826357768359214352174698931267485624581973587943126873612549295438761146795832,24,2.8
981,........3.7.6.....1.....2..3.9.78...2....4..57...2...69.....52...3.4....4...1.9..,694182753572693481138457269369578142281964375745321896917836524853249617426715938,23,1.6
982,9....3..85.....6.9.1...83..84...........6..9..6289..4...........75....3.3.....574,927653418538741629614928357849372165753164892162895743491537286275486931386219574,25,0.0
983,2...5.......9.4..756.31........9...8......65..781...........2...86.....349.7.....,249857136813964527567312984125693748934278651678145392351486279786529413492731865,23,3.2
984,.3.1.9...52....1.487...5.3...3.9..451.....6.34..8.......2....7....6.75...........,634129758529378164871465932263791845187254693495836217912583476348617529756942381,25,0.0
985,.2..9.........7..1...15...32....68..36...2....89...6..9...3...5..85.....1..2..9..,521493786834627591796158243215746839367982154489315627972831465648579312153264978,24,0.0
986,.9....4...7.65.9.2..5..4..1...7.......3.8..5..41.......5..2.....2..6....4..9...8.,298317465174658932635294871582746319963182754741539628857423196329861547416975283,23,0.0
987,4.3...9..58.63.......5.......1.2.4.....9..8.2..68...3.9..2.51.8....1.....6...3...,473182956589634721612579384851327469347956812296841537934265178725418693168793245,25,2.5
988,....6..3..2..7.....861....5.7.......4...3.1.....2..5.3..8..7.9...2..63.....49....,519864732324975861786123945273651489495738126861249573658317294942586317137492658,23,0.0
989,5....4..36...985....7....9.....3..2.7.5...31...9.....8...3..4.934..8.1.....7.....,591274863623198547487653291814537926765829314239416758172365489346982175958741632,25,3.2
990,.....41..8.........63..592...17...6...9..8.4...85.........7.....76...39..3..914..,597264183812937654463185927321749865659328741748516239984673512176452398235891476,25,1.6
991,...1..9..6..9.72.1.12...4....3....4..2.4.9..6.8........6.3.....5.......7.315.6...,378142965654937281912658473193265748725489316486713529867394152549821637231576894,25,0.0
992,..6.3......27....6.8.5......7......92....7.4.6.3....21.9...3.......6..98...4.2..5,946238517532719486781546932874321659219657843653984721195873264427165398368492175,24,2.8
993,2.3..18.....6....97.......5.8.2...7..41..3.......9....47.95....1.....6..5.......2,293571864854632719716849235385264971941783526627195348472956183139428657568317492,23,0.0
994,5....9238.1.5..9..3.87.....6.21.8..39...........9..7.6..3....1..2............6.5.,567419238214583967398762145672148593935627481841935726753894612426351879189276354,25,3.9
995,...6..54.....5....3......2724816........826....137......3.1..5...74......2....9..,179623548482751369356849127248165793735982614961374285893217456517496832624538971,25,1.5
996,..32..6.81...3.7...82....41.....9....5..8.....2.6.............78...57..4.16.4....,573214698194836752682795341461529873357481926928673415245968137839157264716342589,24,0.0
997,.....6....41...5....973.....73.4...64...6..9...6..8..........58...2.9......58...4,728456319341892567569731842273945186485167293196328475932614758854279631617583924,23,1.7
998,......6.5....28.4.5...46...42..8.....7.19..........76..8......29......537..95....,234719685617528349598346127423687591876195234159234768385461972961872453742953816,24,3.0
999,.2.4.......5.1...4..7....2......8..19......75.6.37.2.......31..87.6.5............,329457816685912734147836529732598461918264375564371298496783152871625943253149687,22,2.6
1000,.438.5.21..746...5.........8....6..3.........132....98......26.514.........7.....,643895721287461935951372846879216453465938172132547698798153264514629387326784519,24,0.0
1001,....4......9..251.7....1..6.3.1......7...5....41.8.....8.7...3.........8..59....1,213546897869372514754891326938127465672435189541689273186754932497213658325968741,22,0.0
1002,.5........3.9.7.1.8...3..5....8....3.4..1......3.74...58.....41...2..86.....4...2,951682374436957218827431659175826493648319725293574186582763941314295867769148532,24,3.4
1003,...3..925....658.....7.....4.........7.8143....3...6..9......4...5..9.767..45..8.,167348925294165837538792461421536798679814352853927614982671543345289176716453289,26,2.8
1004,.....58.9..4.98....1....2...6..8..3.....3.5..3.1....6.647.......85..6.4.........2,736245819524198376819367254962581437478639521351472968647823195285916743193754682,24,0.0
1005,...56..7...2...3......149.5294......5.......4.......8.97.62....3....1.9.....9..51,139562478452978316768314925294856137587139264613247589971625843345781692826493751,25,1.5
1006,5...8.4..64.....7.7.........3.5...91.9.8365.......9.........6.4...3.....427.6..8.,512687439643951278789423165236574891194836527875219346358792614961348752427165983,25,0.0
1007,9.....72.2..31.8....4......1..8......3.7.598.....6...7.9........2..5..6.6....7.3.,913548726257316894864279513179834652436725981582961347391682475728453169645197238,24,2.4
1008,...8..147.8..4.......97.5...5..1......2.....36....42..7.13....6.......2..35.....8,529836147187542639364971582958213764472695813613784295741328956896457321235169478,24,2.5
1009,8..1.5..........2...49..3......7..3...1.48....8....9.27.6.......4.7..29.298....63,862135479379864521514927386425679138931248657687513942756392814143786295298451763,26,4.0
1010,..7...8....1..8..9...426..373....42.1.9..5...54..6..........13....91...7.........,327591864461738259895426713736189425189245376542367981974652138258913647613874592,24,0.0
1011,.....7.6.8.2.6.5..3..4.18....837...26.4......1................7....863.....7...9.,495827163812963574367451829958374612674512938123698745536149287749286351281735496,23,1.7
1012,..1..5...4..18..7...7..465.....37..5............9..2.82.4.1.3...1..29.....6.....9,921765834465183972837294651182637495649852713573941268294516387718329546356478129,25,1.2
1013,.6.....87.4......9.9.521......3..56.8...524....36...9.......8..5...9..4.....65...,165439287342786159798521634914378562876952413253614798629143875581297346437865921,25,0.0
1014,....2..7......35..7129..8...9..48...2....1..6...3..........2.8596..3..1...4......,359824671846713592712956834691248753283571946475369128137692485968435217524187369,24,3.4
1015,.5.....8..2..3...7....8.4.16...5.2..5...68.7..98..3.............41...3..9.5.2....,159742683824631597376985421617459238532168974498273165263517849741896352985324716,24,2.1
1016,..7..46..34..6....9.....7.....48..27.....29..4....51....6..7..9..9...5.....12..7.,257914683341768295968253741695481327183672954472395168826537419719846532534129876,25,1.4
1017,..4....7......18....3.68...8....53.........477..4..1....79.3..626............7.58,584392671926741835173568924841275369632819547795436182457983216268154793319627458,24,2.0
1018,.....495.1...2...8....73..........659..8.524.8.....1.....6......2......674.3...9.,672184953193526478485973621237491865961835247854267139319652784528749316746318592,24,0.0
1019,.46........8...9..........5.3.2.1...8....5..45..3.61...8..93......7..54......8.6.,146529783758134926392867415639241857821975634574386192485693271963712548217458369,23,0.0
1020,4..579....7....2...39........3...6......4.71..4..16...1.....89289.6........4....1,482579136571364289639182475913857624256943718748216953164735892895621347327498561,25,0.0
1021,4.2....187.....9......9.....27.....3..85...4....8..6..18......75..46.......1.3...,492756318753218964861394275927641853618532749345879621186925437539467182274183596,23,4.1
1022,3.....54.....3.8......2.6...2..16........5..6....8....9...5...376.3....184.7.....,389167542276534819154829637527416398438975126691283754912658473765342981843791265,23,0.0
1023,...9.53..3.......7.7....6...2...1.7....43...1..5.....4....6.4.24...9.......8...5.,642975318358146297971283645824651973796438521135729864519367482487592136263814759,22,2.8
1024,.7........8.4..19...3.8.4.5......3...4..1.6...61.9....1..3.2...2....5.1...7.4...3,479521836582436197613987425928654371745213689361798542194362758236875914857149263,25,0.0
1025,....39....2...8.6....4..7..1..79.2.3......1......2...84..6......5..1..4...825....,647139582921578364835462719184796253372845196569321478413687925256913847798254631,23,1.0
1026,.....7.3.657......9....8....3..7...68..6.42.......19.3..48........5.9.....5...31.,428157639657392184913468725132975846879634251546281973764813592381529467295746318,24,1.5
1027,.......159...1....1.32..9....29.6..........9.8....1756.578......8.35..4.4........,748693215925718364163245978572986431614537892839421756357864129281359647496172583,25,0.0
1028,7....6..9.4.....853...4.....51..8.....7..42..26...........21.5.......7.....3..4..,725816349149732685386549127451278936937654218268193574674921853813465792592387461,22,1.5
1029,...43...98..2......5............3.1.7....26..21.6.5...53.9...........2.8.24..1...,162438759847259361359716824496873512785142693213695487538927146971564238624381975,23,2.6
1030,....29.8...7...2.3...6...419.5......4..26..3..21..5...7......14....4..76...9.....,143729685687514293259683741965437128478261539321895467796352814532148976814976352,25,1.2
1031,86...79..9..4....1.71....4.23..9...86...7..3...93.1.......4..1....1.3....2..8....,864517923952436781371829645237694158615278439489351267593742816748163592126985374,26,1.1
1032,...82...6.....931....6...8.4...35...8.5...93...2.......6....7..1.87......4.95...1,971823456286549317354617289497135628815276934632498175569381742128764593743952861,25,2.2
1033,4.9..13....1..8.....2.....6.....7..8.1.....325...1.....78..2...9....4......5...79,459621387761438925832795146294357618617849532583216794378962451925174863146583279,23,1.5
1034,5....86...8...4.2.2......35.7.5......6..97............85.3....1.1......7.....5..2,597238614683154729241769835478523196165897243329641578854372961912486357736915482,22,0.0
1035,.5......8.2...6.9...72...6.....31.27..3.............1956..9..4.9......72.8164....,659174238128356794347289165896531427413927586275468319562793841934815672781642953,26,0.0
1036,...6.817......7.959.4........5.32......8.6..1..9...8...8...97...924.5............,253698174168347295974521386815932467427856931639714852581269743392475618746183529,24,1.8
1037,..4.5......7.....4.3...15.8.....2.7...1...68..7..1..5.56.1.....72..4..9......32..,814259736257386914936471528385962471491735682672814359569127843723648195148593267,25,1.7
1038,37..9..2.9..6.5..8..6.......1.....5..8......6....71...4..83...9.....9..57.....8..,375498621941625378826713594213986457587342916694571283452837169138269745769154832,23,0.0
1039,.......29.....7...912..5.83....196..7.1.....2........4...9.1.....7..2...2.4.8..3.,576138429348297561912465783423819675781654392659723814835971246167342958294586137,24,0.0
1040,...9.....3..4.51.....7.1.6...5.64...81....2..7......8..7....49........5.23....7..,187926534369485127452731968925864371816379245743152689578613492691247853234598716,23,0.0
1041,.6......2.2.9583.......4.7....6.....4718.....8...1...5.....62.83......4....3...19,964137852127958364583264971259643187471825693836719425715496238392581746648372519,25,0.0
1042,3.65.......5....27.......8..1.3.54.2...6..37.....92...5..98..4.....5..1.2........,386527194195834627724169583819375462452618379637492851571983246943256718268741935,24,1.0
1043,9...7..4.......69.4.3......6...9..38...285.....23....4.4...7...2789..........1..6,921678543857432691463159872615794238394285167782316954146527389278963415539841726,25,1.2
1044,.2...8...4..9..1...1653........59.2.......63.5..6..4......1.9..........8.73.2....,329148756457962183816537249764359821198274635532681497685413972241795368973826514,23,2.4
1045,.2...84.19....7.6...4..67.2.8....5...75.1...81.2.......3....9..4...6.1.....5.....,726958431913427865854136792689742513375619248142385679531874926498263157267591384,25,0.0
1046,1....8.6....9....7.3.......9...5...4.5..1.6..86..74.3...4..6.8...9..17.........9.,192748365648935127735162948927653814453819672861274539574396281389421756216587493,24,1.9
1047,23.76.8...5....1......29...1.7.............8269..47..1......9...21....4.....78...,239761854756384129418529673187253496345916782692847531574132968821695347963478215,24,1.0
1048,.....2.6.7...6.8.....9..7.1...1...3..524...8....5......9.....2..65..9..3..8.4....,584712369719364852623958741946187235352496187871523694497631528265879413138245976,23,3.4
1049,.6....2.9....9.1...71..2...1...5..3.786.......2....86...23....7.......5...58.4...,364581279258796143971432586149658732786243915523917864812365497437129658695874321,24,0.0
1050,.67.5.1..94.1.......3.8...9..4.....2.....783.51........8........9.6..3.......2.57,867259143942136785153784269374968512629517834518423976286375491795641328431892657,24,2.9
1051,........96.48.3....8..42...716..5......16....52.4.....3..25...6......1.........83,235671849674893215189542637716325498498167352523489761341258976857936124962714583,24,2.1
1052,...4.2...4.....1.8.9.......5..6.......1...7.2...3..61..32..7....6...4..9.7.8.5...,317482596456793128298156347523671984681549732749328615832967451165234879974815263,23,0.0
1053,....12...3.2...6...5.9........1...69.9.5..7.34.....2...8..94.....6....8...7...924,869312475372485691154967832728143569691528743435679218283794156946251387517836924,25,2.7
1054,....9...6..73....1.6.12.9.3..98.....4.....15..2..1.7..14.68....5..........6..9...,231798546957364821864125973719852634483976152625413789142687395598231467376549218,25,0.0
1055,5....1.....1.87.94...2...8...5829....8.6...1..4.......9...7..3.6.......7..4......,528941763361587294497236581135829476789654312246713958912478635653192847874365129,23,0.0
1056,..6.584.7.......1.........3.3.6........18....41...758..6....37.3.......55...4.2..,126358497953476812748921653835694721672185934419237586264519378397862145581743269,24,2.2
1057,....5..2.59....6.18...2......8.41...145.........9...3....76..........97...64..5.3,463159827592837641871624359938241765145376298627985134359768412284513976716492583,24,0.0
1058,.......6.2.......3...81694...8..4...63...5......3....79..53.......6..71.....2.4..,849273561261459873573816942128794356637185294495362187914537628352648719786921435,23,1.5
1059,.......31...9.1...8.....7.941.3.2.......9...3..7..6...14....3.7.......6.239..51..,924857631673921845851634729418372596562198473397546218146289357785413962239765184,25,0.0
1060,1...29...2..5..67...9.4.1.....7...3.....1..5....3.5..88.....4...3.4.8.....1.7....,175629384248531679369847125594786231783214956612395748826153497937468512451972863,24,3.3
1061,..9..........57.82.....2.5...7..1.....34..89.4.63...7..64..............1.72..4..9,529843617631957482748162953857691234213475896496328175364719528985236741172584369,24,0.0
1062,......6..9.2..15..4..89.......2.5..7...9..3..6.3.......843....91...5.4.........78,318527694972641583465893712841235967257986341693174825784362159129758436536419278,24,0.0
1063,24......9.9.....2......7.3.1............3...6.568.4.....1.2..579.87..3........8..,243581679897463125615297438124956783789132546356874291431628957968745312572319864,23,2.3
1064,......7...1..462....2..8.9..4....3..2...1..76.3..54...5......2....56.841...8.....,863925714915746238472138695641287359258319476739654182586471923397562841124893567,25,3.5
1065,6..4.3.........56.......3.91..8.......6.5.8....8...934.8...1........5..79.3..62..,652493178394178562817562349139824756476359821528617934785241693261935487943786215,24,1.0
1066,......5.8.43......8...41....7.....19...2.8..66..3.....4.....931.35....72......8..,162973548543862197897541623278654319314298756659317284486725931935186472721439865,24,2.3
1067,.6..4.7.....8..641.......5.1..69........2...598.3..........28.3...1.7....95......,361549782529873641478261359157694238643728915982315476714952863236187594895436127,23,0.0
1068,7.9.1.8....6..7.3..8...9.2....4.6.9.2...3.....5...1..8......36...8..3..9..56.....,749312856526847931381569427817456293294738615653291748172985364468123579935674182,25,2.5
1069,6.82....9.49....1.....43.6..976..1..26..74....................29567........16....,638217549749856213512943867397628154261574938485391726173485692956732481824169375,25,0.0
1070,6.....2...1...46.......785.8.7.3..4...64..9..1....5..79...6..8.2.8...7....1......,689513274715824639423697851897236145536471928142985367974162583258349716361758492,25,4.4
1071,.3..6.........9..72..7....3..869.....6....5.439...5.6.....8......4.7.1.88....4.7.,735162489486359217219748653548691732162837594397425861971286345654973128823514976,25,0.0
1072,......42....5.29..........34.........9...1.3.138.9..5....35.7.6..6....49..5.8....,879163425613542978254978163462735891597821634138496257921354786386217549745689312,24,0.0
1073,..1....98.3.2.6.5..5....7...93........2.61....4.3..8..........19..17..2......53..,461537298739286154258914763193758642872461935546392817327649581985173426614825379,24,3.2
1074,........3947.........14....3.....7...1.4.2.....6..3....9.....6..6...5814..2..8.7.,681257943947386152235149687324561798819472536576893421198734265763925814452618379,23,0.0
1075,....46....41.3...9.3..1...53....7....7....9....6...1.7....2.751..4.....2.92..86..,527946318641835279938712465319267584475381926286594137863429751154673892792158643,26,3.3
1076,........77..2..6.9.....7.8.....8..5....916...1.9...3...7.53.....9.....4.5....183.,613849527784253619952167483467382951835916274129475368278534196391628745546791832,24,0.0
1077,..94..7.5.8269....5........2..5.......3....87.4..8.1...367..8.1..7..4...........9,319428765782695314564173298278531946193246587645987132436759821927814653851362479,25,1.8
1078,...2.......96..5..61..8......49.23....1....4..65..87.2...5....38...1..5..4...7...,458239176239671584617485239784962315921753648365148792176594823892316457543827961,25,1.6
1079,.....4.2........392.7.9...5..64..1..1..75...2......57.3.8.......9...8..6...179...,965834721814527639237691845576482193189753462423916578348265917791348256652179384,25,2.5
1080,......8..5.....1.7.....9.5......23....95..2....28.476.91..2...4..6.......7.4.5..3,461257839593648127827319456654172398789536241132894765915723684346981572278465913,25,1.5
1081,49..2...3...81....5.8.....4.45.....8.6.28.3..8.9....6.....369.79...........4.....,491527683632814579578963124345671298167289345829345761284136957916758432753492816,25,2.7
1082,....68...9.8..72.13............3..4..4.6.....1...5..767.9..6.82..35..7..........9,215968437968347251374125698896732145547691823132854976759416382623589714481273569,25,1.0
1083,.54..1.6........7.....28..9..7..2.9..81..92.....6..1..51....63.3...4.......8.....,754931862829465371163728459437182596681359247295674183518297634372546918946813725,24,2.2
1084,.7..4....1.23.....94....16.4...6.......8..92.....95..6.5....7.82..9..3..3...5....,573641289162389574948527163495263817736814925821795436659132748284976351317458692,25,1.9
1085,...9.6....1..5.....27.1..49.....1...24..85..676..9.3....9....12.......7.3....2...,438926157916457238527813649893761524241385796765294381679538412152649873384172965,25,0.0
1086,9..3..42.7........5.6....3..7...96.....75...9........1.8.46.3..4...1....1....3...,918375426734621598526984137872149653341756289695832741289467315463518972157293864,23,1.0
1087,5..6.8........2..46.24..1..98....5...5...3.27...8........1..23........7..745..9..,547618392198352764632497158986721543451963827723845619869174235315289476274536981,25,1.4
1088,......8.4..16..7..7......5.4..1.........89.....2....35...9...4..3.561.....6.38...,629375814581694723743812659467153982315289467892746135158927346934561278276438591,23,2.7
1089,.53...6...4.....79...14......53.7....8..14..5..2.6.9..6....8....2..9.....3....7..,853279614241586379967143852495327186786914235312865947679438521528791463134652798,24,2.4
1090,.953.7..........3......21.5.642.8.7...2.39..8...6....14.69..3....3.4..5.........2,695317284241586739378492165164258973752139648839674521486925317923741856517863492,27,3.6
1091,..928....7.2.......5.943...6......7.......6.4..13....997...436........1.1..63...7,319287546742561983856943721638459172597812634421376859975124368263798415184635297,26,3.0
1092,..32..64.6.............75.2.2..........1....94...62.17.......3.1.5..3.2.....7....,573298641682415973914637582821759364367184259459362817748926135195843726236571498,22,0.0
1093,..........8...14.......723..12.....8....35.9...91.......68..3..95.4.......1.9...4,125364987783921465694587231312679548847235196569148723476852319958413672231796854,23,1.2
1094,..5......7..6.3.9........82.6...71..47...8...89.2...3.6....92.....7.....3..54...1,935824716728613594146975382563497128472138659891256437614389275259761843387542961,25,2.7
1095,7.8.....5...9.5.625.....3....3..4..1...8..43..245...9.....492...8..2......7......,798263145431975862562481379873694521956812437124537698615749283389126754247358916,25,0.0
1096,25....3.....7...8.41.......7..25..9......6.2.6..4..87....53...8.2..........8.1.4.,257189364369745182418362759734258691185976423692413875946537218821694537573821946,24,2.1
1097,...9....6248.....5.9.......4..5.3.1.....7...95632.......1..972......7....5....891,735928146248136975196745238479583612812674359563291487681359724924817563357462891,26,1.3
1098,..7....2.59.....8......63...69.2..43......2..71......9.......35...9.58..4....3.61,687319524593274186241856397869521743354697218712438659978162435136945872425783961,25,0.0
1099,1.....86..732.........4.........1.7.8...9...376...2.........4...2.97.1..4..68...9,145739862673218594289546731934861275852497613761352948596123487328974156417685329,24,1.8
1100,.69.3...82.59............5..2..8..9........64.4.27....5.7..43.6.....87...........,169537428285941673374862951623485197758319264941276835597124386432658719816793542,23,0.0
1101,...7.1....6..2....1.934..7...3.......5.63......289..1.48....7.....1...4.....7.6.2,534781269768529134129346875873412956951637428642895317486253791297168543315974682,25,1.6
1102,7.......26...9351....24.....9.7.........51..8.13..8.....4...17.2......651........,789165342642893517351247986896734251427951638513628794964582173278319465135476829,24,1.4
1103,8....4.2.1.2...6.....8.7.....7..386.4....13....8..5......7.69...6.....54....5..3.,873164529142539678596827413917243865425681397638975241354716982261398754789452136,25,2.1
1104,..9.2..1.47..5.........352.1.......6...7..4..73..8...9.....5...6..8......2.....3.,359428617472156398861973524184539276295761483736284159947315862613892745528647931,22,0.0
1105,..364......98.2...8...7.19..7.2....6.......7.4............98..49.1..6.8.......76.,213649857759812643864375192178254936592163478436987521627598314941736285385421769,24,0.0
1106,4.16....3....95.74.5.2..6..2......4......9......7.1..9.1...2.6..65.3.....2.....5.,491687523632195874857243691279358146186429735543761289914572368765834912328916457,25,1.3
1107,4..1.....9....5.3.6.28.........3.5.1.5..9.4......2...8........624.........1....9.,435179682987265134612843759829634571156798423374521968598317246243956817761482395,21,2.3
1108,.4......85...4.3.6....92.5..7.8.....2.5.....4...7.65...98......4.2.1..83.1.......,943567128527148396681392457179854632265931874834726519398475261452619783716283945,25,0.0
1109,6.7..4....8...9543...8.....53.........1..6....9.5..6.4...7...6.3...........9.285.,657324189182679543943851726536497218471286935298513674819745362325168497764932851,24,0.0
1110,.1.5....7...2....19.4....5.2.........3.8.4...5....68..4...9...8..2..13.6.5....7..,316549287785263491924187653268975134137824965549316872473692518892751346651438729,24,3.7
1111,........352.46.7....6...2....8.2.471..4.9..2...1.7...........9..6.341.....26.....,479215863523468719186937245698523471754196328231874956315782694967341582842659137,25,2.3
1112,1....69.....5.4.3.2...1.....98...1.......2......6..7..4....952.6...2..8...9..7..4,143276958976584231285913476398745162764132895512698743431869527657421389829357614,24,0.0
1113,........7.98.4.5.33...72..88..4...9..1..5.....452.3...1...........581....2......9,264835917798146523351972468832417695917658342645293871186329754479581236523764189,25,0.0
1114,3..1......2...3...6.4.8...7.7.....2.9...1..74...4.65..1..53...6..8...........92.1,359147862827693415614285937476958123985312674231476598192534786568721349743869251,25,1.7
1115,..63..7...5.7....8.1248..5...8........9.....6.....21.7...215...8......6..41....9.,986351742354729618712486359268174935179538426435692187693215874827943561541867293,25,0.0
1116,93.8......2.5...64..6.....83..2.65....2.8...9...4........3.467.7.....1...5.......,934862751827531964516749328348296517672185439195473286289314675763958142451627893,24,2.3
1117,839.1........9..1....2.3.6.5......26..1..8....47.....56..5...4.194.....7...9.....,839614572426795318715283469583479126261358794947162835678521943194836257352947681,25,1.1
1118,.....76....25.....3.6..29..824.56.3.7..9..1............6...8..5....3.8.1..1.....6,148397652972561483356482917824156739735924168619873524463718295297635841581249376,25,0.0
1119,...4.....4.39.....768.3.....2..4.58....7...34......1....6.72.1.1..6...9...5....4.,592468371413957628768231459629143587851726934374895162946572813137684295285319746,25,0.0
1120,.1....6.......94373...6....8.9.4.....7..915......8...3.8...3.7645......2.3....9..,517834629268519437394762815829345761673291548145687293982453176451976382736128954,26,0.0
1121,.87.3.....45.........4598........36...29.8..7.7.....896.............5..3.397.1..6,287136594945827631163459872891274365352968147476513289614392758728645913539781426,26,2.8
1122,.1..75..........4.329....6..5..8..9.....5.4.3..2..9..1.6.5..7...3.....1..9.24...8,416975382875326149329418567753184296981652473642739851168593724234867915597241638,26,0.0
1123,..5....8.46....9.7.8.14..2.8....7....1....6.59...2.......8...3........49.7.2.....,325679184461382957789145326853967412217438695946521873692854731538716249174293568,23,2.8
1124,.5.4....2.72...45...8....3.....8.2.7..32....6.4.1.......7..2..1......6.....65....,359478162672931458418526739196385247783294516245167983567842391834719625921653874,23,2.0
1125,....45....6......32.43......7...45....2.5.8.4...2..9....8....51.9.....6.6....1..2,731645289569872143284319675873194526912756834456238917328967451195423768647581392,24,0.0
1126,..916253....93...4.6.7...9.9......4.2.7...6...1...7...17.2..38.....5.1..6..8.....,489162537721935864563748291958613742247589613316427958174296385892354176635871429,28,0.0
1127,4..63.9...6...12..........8..2....4.6...9.......51.....9...3.1..16.4....5...8..23,427638951869451237135927468982376145651894372743512896298763514316245789574189623,24,1.1
1128,...3..5.6.7.....21..48...3...754...24....86...5..91...86............5....13..9..5,189327546376954821524816937697543182431278659258691473865132794942765318713489265,26,0.0
1129,3.9...2.....5......58..6.7.1.......7..47.15.2..3..98...3...2.64425...........7...,369174258741528693258936471182365947694781532573249816937852164425613789816497325,26,2.3
1130,..1....4...5.......984....3....6..8296..1.....4....5...142..........132.3..8.51.4,231689745475123698698457213157364982962518437843972561714236859589741326326895174,26,0.0
1131,..38....9.9...3...7.....1.......4..2.76....5..4......3..17...8.3.96......5..1..6.,613827549594163827728459136835974612976231458142586793461792385389645271257318964,23,1.3
1132,....3.497.....1.6.7...65.........1......47..66.41.9...8.......59.7.1......1..48.3,516238497438971562792465381375682149189347256624159738843726915957813624261594873,26,2.0
1133,......6.748...6.......1.84.9.....2.5..1.....427.....3.........81..34..9..3..52.6.,315984627487236519692517843943671285561823974278495136724169358156348792839752461,25,2.9
1134,.4.3..16..........6..15..2879..6...3.16.9....5.4.......7....4.5....17..2.....93..,245378169187926534639154728798461253316295847524783916971632485453817692862549371,26,1.5
1135,.8...2...71.3.92..........6..2.......6.7.83.2.4.....15..42.597..2..8.......1.....,483652197716349258295871436172534689569718342348926715834265971921487563657193824,25,1.3
1136,..8.5...........1...97..35.7....2.........5.12..14...9.54..69......8..7.6........,318654297572893614469721358791562843846937521235148769154376982923485176687219435,22,1.0
1137,...........97...86.3..4.7256..3..9.8..3.7....974.16......2.5..7.8.4...3......7...,758162349249753186136948725615324978823579461974816253461235897587491632392687514,27,2.0
1138,.....7..8473..5..22....3..4924.......8.....35......9......3.....9..4.8511...7..2.,569427318473185692218963574924356187681794235735218946842531769397642851156879423,26,0.0
1139,...94...72.3.......6..8.2..8...1.7.5.9..2.....7....3.....1.6.....5.9.......5.812.,158942637243657981967381254826413795391725468574869312782136549615294873439578126,24,1.7
1140,..69.5.........36.8.9...72...8.762.4.4...8......1.....6.....8....4.8..9.7...5.6..,276935418451827369839461725918376254342598176567142983695714832124683597783259641,25,2.4
